text,text_clean,label_primary,label_final
"Дырки, нитки , затяжки ","дырки, нитки , затяжки",товары для детей,товары для детей
Спасибо.Отличная водолазка.Очень быстрая доставка .Подошла на размер 44-46.,спасибо.отличная водолазка.очень быстрая доставка .подошла на размер 44-46.,одежда,одежда
"Все супер, пришло быстро","все супер, пришло быстро",одежда,одежда
"класс!мне понравились,очень красивые, стразы держатся крепко!","класс!мне понравились,очень красивые, стразы держатся крепко!",одежда,одежда
"Ждала три месяца, вернули деньги, товар так и не пришел","ждала три месяца, вернули деньги, товар так и не пришел",нет товара,украшения и аксессуары
"качестко хорошее,рекомендую.Продавцу 5+++","качестко хорошее,рекомендую.продавцу 5   ",одежда,одежда
Пришли с браком некоторые,пришли с браком некоторые,одежда,одежда
Очень не довольна доставкой,очень не довольна доставкой,одежда,одежда
"Платье отлично село. качество материала норм, все швы аккуратненькие. Рукава чуть коротковатые, но это не критично. Доставка три недели","платье отлично село. качество материала норм, все швы аккуратненькие. рукава чуть коротковатые, но это не критично. доставка три недели",одежда,одежда
"цифры и буквы на комплекте  написаны в зеркальном отображении ..шёл товар 
ну не очень быстро на фоне других..ткань хорошая но штаны смотрятся вообще как шаровары... очень свободные ...ну вот так очень недоволен товаром",цифры и буквы на комплекте написаны в зеркальном отображении ..шёл товар ну не очень быстро на фоне других..ткань хорошая но штаны смотрятся вообще как шаровары... очень свободные ...ну вот так очень недоволен товаром,одежда,одежда
"Описание не точное ткань так себе, заказывала м пришла на размер меньше ","описание не точное ткань так себе, заказывала м пришла на размер меньше",нет товара,нет товара
"Шла наверное месяца полтора, цвет не совсем такой как на фото, но шапка все равно очень милая)","шла наверное месяца полтора, цвет не совсем такой как на фото, но шапка все равно очень милая ",украшения и аксессуары,одежда
Не пришла ! Я в расстройстве не заказывайте с этого магазина ,не пришла ! я в расстройстве не заказывайте с этого магазина,нет товара,нет товара
товар не пришел. продавец вернул деньги.,товар не пришел. продавец вернул деньги.,нет товара,товары для детей
ткань очень плотная для летнего платья. Длина изделия короче чем указано в описании.,ткань очень плотная для летнего платья. длина изделия короче чем указано в описании.,одежда,одежда
"Товар не соответствует описанию. После спора продавец вернул часть средств, что немного сгладило разочарование от покупки
.","товар не соответствует описанию. после спора продавец вернул часть средств, что немного сгладило разочарование от покупки .",нет товара,бытовая техника
Ждала заказ на Сахалин 60 дней. Но платье так и не пришло. Продавец вернул деньги. Очень не довольна. Зря прождала столько времени,ждала заказ на сахалин 60 дней. но платье так и не пришло. продавец вернул деньги. очень не довольна. зря прождала столько времени,одежда,одежда
заказала 24 августа пришла 18 октября,заказала 24 августа пришла 18 октября,нет товара,украшения и аксессуары
очень короткая,очень короткая,одежда,одежда
"все супер, заказываю уже третий раз","все супер, заказываю уже третий раз",нет товара,бытовая техника
"отличные носки, заказала 5 пар разных, всё прислали верно. тянутся хорошо - на ногу 40 размера подошли.и доставка быстрая, так что рекомендую однозначно!!","отличные носки, заказала 5 пар разных, всё прислали верно. тянутся хорошо - на ногу 40 размера подошли.и доставка быстрая, так что рекомендую однозначно!!",нет товара,украшения и аксессуары
"очень плахой материал,совсем не соответствует фото.кароче фигня","очень плахой материал,совсем не соответствует фото.кароче фигня",одежда,одежда
очень маломерят,очень маломерят,одежда,одежда
"Ужасная, из серии ожидание/реальность","ужасная, из серии ожидание реальность",одежда,одежда
Продавец слукавил. Материал шарфв не является обещанным кашемиром.,продавец слукавил. материал шарфв не является обещанным кашемиром.,украшения и аксессуары,одежда
"Заказ пришёл в Тюмень за 2 недели. Размер соответствует. Заказала L , ог103, от79, об97 хорошо сидит. Качество оставляет желать лучшего. За такие деньги думаю хороший вариант ","заказ пришёл в тюмень за 2 недели. размер соответствует. заказала l , ог103, от79, об97 хорошо сидит. качество оставляет желать лучшего. за такие деньги думаю хороший вариант",нет товара,нет товара
"Юбка хорошего качества, но мне велика, мой объём бёдер 89см","юбка хорошего качества, но мне велика, мой объём бёдер 89см",одежда,одежда
"хорошее качество, сшито аккуратно. размер XL подошёл на мой 46-48. карман с одной стороны - это странно)))","хорошее качество, сшито аккуратно. размер xl подошёл на мой 46-48. карман с одной стороны - это странно   ",обувь,одежда
"не 5 х совершенно. на 48 русский тянет.
 качество слабое. у китайцев на рынке такой купила бы дешевле",не 5 х совершенно. на 48 русский тянет. качество слабое. у китайцев на рынке такой купила бы дешевле,одежда,одежда
"заказывала 21.09 пришли 4.10,качество хорошее а вот размер я не ожидала что будет такой большой ,разочарована больше не буду брать","заказывала 21.09 пришли 4.10,качество хорошее а вот размер я не ожидала что будет такой большой ,разочарована больше не буду брать",нет товара,электроника
"раньше заказывала такую же юбку но розового цвета, очень понравилась и решила серую заказать.  но очень разочаровало качество.  ужасное ... синтетика. не заказывайте.  раньше лучше качество было- ткань была под замш.","раньше заказывала такую же юбку но розового цвета, очень понравилась и решила серую заказать. но очень разочаровало качество. ужасное ... синтетика. не заказывайте. раньше лучше качество было- ткань была под замш.",нет товара,нет товара
"заказывала  CLOVEZ Store 40 ден, пришли bonas 280 ден, доставка 6 недель","заказывала clovez store 40 ден, пришли bonas 280 ден, доставка 6 недель",нет товара,украшения и аксессуары
размер не подошёл. брала xl на 48 рос. даже на вид они не больше s.Ки - м. Ки к тому же они тонкие! в прошлый раз заказывала в другом магазине они были намного лучше и теплее!,размер не подошёл. брала xl на 48 рос. даже на вид они не больше s.ки - м. ки к тому же они тонкие! в прошлый раз заказывала в другом магазине они были намного лучше и теплее!,нет товара,нет товара
"Кофта прикольная, хороша села на размер S, 42, не пахнет, но белая немного просвечивает. Ехала в москву около месяца.","кофта прикольная, хороша села на размер s, 42, не пахнет, но белая немного просвечивает. ехала в москву около месяца.",одежда,одежда
размер s брала...выглядит как м,размер s брала...выглядит как м,одежда,одежда
Огорчение долго шёл товар,огорчение долго шёл товар,одежда,одежда
"Размер подошёл ,все отлично","размер подошёл ,все отлично",одежда,одежда
"К сожалению,посылка была украдена из курьерской машины.Ни шубы ,ни денег.Очень обидно.","к сожалению,посылка была украдена из курьерской машины.ни шубы ,ни денег.очень обидно.",нет товара,украшения и аксессуары
"Совсем не понравилось качество, особенно ""синтетический"" блеск. Швов спереди и сзади на бедрах нет, что делает фигуру плоской. С продавцом не общалась.","совсем не понравилось качество, особенно  синтетический  блеск. швов спереди и сзади на бедрах нет, что делает фигуру плоской. с продавцом не общалась.",одежда,одежда
"Кофта отличного качества, приятная к телу. На российский 46-48 р-р М сел идеально.","кофта отличного качества, приятная к телу. на российский 46-48 р-р м сел идеально.",одежда,одежда
Все супер! М на с подойдёт ,все супер! м на с подойдёт,одежда,одежда
качество товара подвело,качество товара подвело,одежда,одежда
Товар не отслеживался и не пришёл. Продавец сам перевёл в статус полученных. Не рекомендую.,товар не отслеживался и не пришёл. продавец сам перевёл в статус полученных. не рекомендую.,нет товара,товары для детей
пришла блузка по описанию все совпадает но к сожалению маленькая,пришла блузка по описанию все совпадает но к сожалению маленькая,одежда,одежда
Нормальные лосины. Немного блестят. На попе сидят не очень комфортно.,нормальные лосины. немного блестят. на попе сидят не очень комфортно.,одежда,одежда
пришла быстро.спасибо продавцу.,пришла быстро.спасибо продавцу.,одежда,одежда
товар мне не понравился открыли спор.Продовец оказался добросовестным и вернул мне деньги,товар мне не понравился открыли спор.продовец оказался добросовестным и вернул мне деньги,нет товара,нет товара
"Брюки не стоят своих денег. Тонкие, карман пришит к боковому шву, клепка сразу отвалилась, при первой же примерке. На ногах сидят плохо, все в складках...не советую...","брюки не стоят своих денег. тонкие, карман пришит к боковому шву, клепка сразу отвалилась, при первой же примерке. на ногах сидят плохо, все в складках...не советую...",одежда,одежда
"шёл заказ очень долго! не знаю кто виноват, почта или продавец. заказала в июне, пришло в середине сентября. на размер 46-48 L село хорошо, но очень короткая. носить не буду","шёл заказ очень долго! не знаю кто виноват, почта или продавец. заказала в июне, пришло в середине сентября. на размер 46-48 l село хорошо, но очень короткая. носить не буду",нет товара,электроника
"The product came quickly, but the color is not the same as stated. Place pink I got a pale purple. Size does not match.","the product came quickly, but the color is not the same as stated. place pink i got a pale purple. size does not match.",одежда,одежда
"отличный свитер) быстрая доставка! на 44-46 идеально, рост 172, единственное рукава впритык","отличный свитер  быстрая доставка! на 44-46 идеально, рост 172, единственное рукава впритык",одежда,одежда
"платье пришло криво сшитое на юбке, придётся перешивать. открыла из за этого спор, 250 р вернул али","платье пришло криво сшитое на юбке, придётся перешивать. открыла из за этого спор, 250 р вернул али",одежда,одежда
"Качество так себе, но и цена соответствует","качество так себе, но и цена соответствует",одежда,одежда
Цвет на много темнее чем я заказывала.,цвет на много темнее чем я заказывала.,нет товара,нет товара
Товар так сибе . Синтетика . Утепленый. Штоны на 180  кофта норм  хл размер . Рост у меня 160неного большоват но носить можно,товар так сибе . синтетика . утепленый. штоны на 180 кофта норм хл размер . рост у меня 160неного большоват но носить можно,одежда,одежда
по фото смотриться как плотный зимний материал. а на самом деле тонкий материал. с размером не угодала. на рост 162см. чуть ниже колено. без кармана. заказала S ку. большивато.,по фото смотриться как плотный зимний материал. а на самом деле тонкий материал. с размером не угодала. на рост 162см. чуть ниже колено. без кармана. заказала s ку. большивато.,нет товара,украшения и аксессуары
"не получил товар
при этом стоит отметка о вручении",не получил товар при этом стоит отметка о вручении,товары для детей,товары для детей
"Качество, конечно не очень, торчали нитки, халат пришёл на размер больше, чем заказывала, хл до колена. В целом нормально, трек отслеживается. ","качество, конечно не очень, торчали нитки, халат пришёл на размер больше, чем заказывала, хл до колена. в целом нормально, трек отслеживается.",одежда,одежда
"заказывала маме парку голубого цвета, пришел грязно серый, 3 звезды только за оперативность.Разочарована","заказывала маме парку голубого цвета, пришел грязно серый, 3 звезды только за оперативность.разочарована",нет товара,электроника
еще не пришел,еще не пришел,одежда,одежда
"Шерты просвечивают, футболка свободная, очень хорошо за эту стоимость","шерты просвечивают, футболка свободная, очень хорошо за эту стоимость",одежда,одежда
"заказала дочке, но ощупь приятная , рукава длинны . xxxl на 48 русский","заказала дочке, но ощупь приятная , рукава длинны . xxxl на 48 русский",нет товара,нет товара
"Ооооочень крутая и качественная толстовка,пришла недели за 3 в Москву","ооооочень крутая и качественная толстовка,пришла недели за 3 в москву",одежда,одежда
"Размерная сетка не соответсвует действительности, очень жаль, так ждала эту юбку. На бёдра 96 см юбка в размере М оказалась огромной. Обидно тратить дополнительные деньги на ателье, чтобы ее ушили","размерная сетка не соответсвует действительности, очень жаль, так ждала эту юбку. на бёдра 96 см юбка в размере м оказалась огромной. обидно тратить дополнительные деньги на ателье, чтобы ее ушили",одежда,одежда
"Хорошее качество, доставка меньше месяца.","хорошее качество, доставка меньше месяца.",нет товара,украшения и аксессуары
"Замечательное качество за такие деньги.
Очень красиво сидит. Доставка быстрая. Рекомендую этот товар. 

Very good quality for this price. Fast shipping. I recommend this product.",замечательное качество за такие деньги. очень красиво сидит. доставка быстрая. рекомендую этот товар. very good quality for this price. fast shipping. i recommend this product.,нет товара,украшения и аксессуары
"размер маленький ,а так очень даже ничего","размер маленький ,а так очень даже ничего",одежда,одежда
"отличный товар, без запаха,размер подходит на 42-44.быстрая доставка)))рекомендую","отличный товар, без запаха,размер подходит на 42-44.быстрая доставка   рекомендую",нет товара,бытовая техника
"Очень хороший жилет, качественно сшит. Однако на размеры 94-80-104 вполне можно было бы взять xxl. А то начиталась отзывов и взяла хxxl. Большевато. ","очень хороший жилет, качественно сшит. однако на размеры 94-80-104 вполне можно было бы взять xxl. а то начиталась отзывов и взяла хxxl. большевато.",одежда,одежда
It ok like it,it ok like it,одежда,одежда
"Платье хорошее, немного велико. Не очень хорошо выполнен шов с одной стороны, вылезла ткань, но это легко устраняется.За такие деньги это ерунда.","платье хорошее, немного велико. не очень хорошо выполнен шов с одной стороны, вылезла ткань, но это легко устраняется.за такие деньги это ерунда.",одежда,одежда
"Товар не пришёл в Москву, деньги вернули ","товар не пришёл в москву, деньги вернули",нет товара,товары для детей
"Доставка меньше месяца, курьером СДЕК домой, на российский 48 взяла xl, сидит свободно, как и должна. По длине хотелось чуть больше. Замечаний к качеству нет, мягкая, уютная. Буду ещё заказывать у данного продавца.","доставка меньше месяца, курьером сдек домой, на российский 48 взяла xl, сидит свободно, как и должна. по длине хотелось чуть больше. замечаний к качеству нет, мягкая, уютная. буду ещё заказывать у данного продавца.",нет товара,товары для детей
"Кофта не пришла, три раза открывала спор и все бестолку, ужасный лживый продавец, кормил завтраками три месяца ","кофта не пришла, три раза открывала спор и все бестолку, ужасный лживый продавец, кормил завтраками три месяца",одежда,одежда
оказалось мало и короткие,оказалось мало и короткие,одежда,одежда
доставка быстрая продавец молодец.,доставка быстрая продавец молодец.,нет товара,товары для детей
"Рубашка красивая, сидит отлично. Но вот на рукаве пятна жёлтые , как от масла, не отстирываются.","рубашка красивая, сидит отлично. но вот на рукаве пятна жёлтые , как от масла, не отстирываются.",одежда,одежда
"ура! обожаю этот джемпер! у меня такой еще серый есть. очень красивый и теплый! отдельное спасибо продавцу за то, что нашел для меня одну штуку, потому что изначально была инфа, что товар закончился! спасибо!","ура! обожаю этот джемпер! у меня такой еще серый есть. очень красивый и теплый! отдельное спасибо продавцу за то, что нашел для меня одну штуку, потому что изначально была инфа, что товар закончился! спасибо!",одежда,одежда
Отличный и качественный товар!!!,отличный и качественный товар!!!,одежда,одежда
Чистая синтекика,чистая синтекика,одежда,одежда
"Не бюстгалтера,не денег . Теперь буду оплачивать только по факту.","не бюстгалтера,не денег . теперь буду оплачивать только по факту.",одежда,одежда
"Не очень красивые, какие-то слишком яркие.","не очень красивые, какие-то слишком яркие.",одежда,одежда
"хорошая, тёплая шапочка,  заказом довольна)","хорошая, тёплая шапочка, заказом довольна ",нет товара,бытовая техника
"Ужасно! Заказ так и не пришёл, продавец на контакт не идёт! Разочарована, открыла спор. Деньги не вернули! Развод! Никогда здесь не заказывайте!","ужасно! заказ так и не пришёл, продавец на контакт не идёт! разочарована, открыла спор. деньги не вернули! развод! никогда здесь не заказывайте!",нет товара,нет товара
Это вообще не соответствует фотографии!!!это какой то мешок!!!,это вообще не соответствует фотографии!!!это какой то мешок!!!,одежда,одежда
"30.11.17-30.12.17, офигенное платье,  теплое,  чуть-чуть  великовато  на 40р, рекомендую всем","30.11.17-30.12.17, офигенное платье, теплое, чуть-чуть великовато на 40р, рекомендую всем",одежда,одежда
"очень широкая майка, как наволочка","очень широкая майка, как наволочка",одежда,одежда
"Платье мне не пришло,  деньги вернули","платье мне не пришло, деньги вернули",одежда,электроника
"Заказ шёл месяц. Как все и говорят. Трусики норм, а вот майка большая ее бы сантиметров на 5 меньше. ","заказ шёл месяц. как все и говорят. трусики норм, а вот майка большая ее бы сантиметров на 5 меньше.",одежда,одежда
"Ношу джинсы 25-26 размера, шорты заказала 26р., сели хорошо. Шорты хорошие, но не было одной пуговицы.","ношу джинсы 25-26 размера, шорты заказала 26р., сели хорошо. шорты хорошие, но не было одной пуговицы.",одежда,одежда
они хорошего качества. быстрый прибыл и упаковке. material is nice to wear.,они хорошего качества. быстрый прибыл и упаковке. material is nice to wear.,одежда,одежда
"херня. эклетризуется, на ощупь не приятное. жена не носит.","херня. эклетризуется, на ощупь не приятное. жена не носит.",одежда,одежда
"Заказ так и не пришёл,спор открыть не даёт ,деньги соответственно не вернули!!!","заказ так и не пришёл,спор открыть не даёт ,деньги соответственно не вернули!!!",нет товара,нет товара
"блузка пришла с браком,, открыла спор, продавец вернул деньги, спасибо ему за возврат средств","блузка пришла с браком,, открыла спор, продавец вернул деньги, спасибо ему за возврат средств",одежда,одежда
"Ужасные джинсы, на ОБ 99 взяла L,  они оказались малы:(","ужасные джинсы, на об 99 взяла l, они оказались малы  ",одежда,одежда
продавец отправил товар на неверный адрес. Должны вернуть деньги. очень жаль.,продавец отправил товар на неверный адрес. должны вернуть деньги. очень жаль.,нет товара,украшения и аксессуары
"Неплохое качество, подходит по размеру ","неплохое качество, подходит по размеру",одежда,одежда
Продавец вместо размера М отправил xs . Качество нормальное,продавец вместо размера м отправил xs . качество нормальное,нет товара,нет товара
"нет силиконовой полоски. на ноге держаться не будут без пояса для чулок. очень узкая ажурная полоска, перетягивает ногу. короче фигня","нет силиконовой полоски. на ноге держаться не будут без пояса для чулок. очень узкая ажурная полоска, перетягивает ногу. короче фигня",одежда,одежда
"s на 46 даже чуток великовата, а так очень хорошие леггинсы, материал качественный, рекомендую","s на 46 даже чуток великовата, а так очень хорошие леггинсы, материал качественный, рекомендую",одежда,одежда
На фото товар выглядит более качественным...,на фото товар выглядит более качественным...,одежда,одежда
Отличная пижамка за эти деньги! На 90-67-95 подошел размер М! Пришло в спб за 8 дней.,отличная пижамка за эти деньги! на 90-67-95 подошел размер м! пришло в спб за 8 дней.,нет товара,бытовая техника
"Размер не соответствует заявленному, на 40 Мка оказалась мала","размер не соответствует заявленному, на 40 мка оказалась мала",одежда,одежда
"отличный костюм! мягкий уютный! немного тянется в коленях, но не фатально! на 44 взяла L подошло отлично! рекомендую! позже закажу в другом цвете!","отличный костюм! мягкий уютный! немного тянется в коленях, но не фатально! на 44 взяла l подошло отлично! рекомендую! позже закажу в другом цвете!",одежда,одежда
товар не пришел продавец деньги вернул,товар не пришел продавец деньги вернул,нет товара,товары для детей
"не успела достать из пакета, как все затрещало и прелипло к телу, оно ужасно электрезуется, не знаю как такое носить, на вид красиво а ткань не пригодна для носки(((( я настроенная так ждала эту посылку (((","не успела достать из пакета, как все затрещало и прелипло к телу, оно ужасно электрезуется, не знаю как такое носить, на вид красиво а ткань не пригодна для носки     я настроенная так ждала эту посылку    ",одежда,одежда
"товар не пришел, деньги не вернули. не советую","товар не пришел, деньги не вернули. не советую",нет товара,товары для детей
"В Краснодар шла около месяца. 
Размер xs подошел отлично.
Все кнопки рабочие, цвет хороший. 
Юбкой довольна!","в краснодар шла около месяца. размер xs подошел отлично. все кнопки рабочие, цвет хороший. юбкой довольна!",обувь,одежда
"Продавец провтыкал сроки доставки дошло до спора и бац товар прилетел спор отменил.
Брал ребенку так что не смотрите на рост и вес ))",продавец провтыкал сроки доставки дошло до спора и бац товар прилетел спор отменил. брал ребенку так что не смотрите на рост и вес   ,нет товара,украшения и аксессуары
"не совсем то, что на фото.","не совсем то, что на фото.",одежда,одежда
Товар плохого качества даже для этой цены.Размер по таблице не совпал при росте 163 см и весе 53 кг .М оказалась очень маленьким.Дома в магазине увидел такую же вещ дешевле чем у этого продавца.,товар плохого качества даже для этой цены.размер по таблице не совпал при росте 163 см и весе 53 кг .м оказалась очень маленьким.дома в магазине увидел такую же вещ дешевле чем у этого продавца.,одежда,одежда
качество хорошее. заказываю второй раз.,качество хорошее. заказываю второй раз.,нет товара,украшения и аксессуары
совсем не то что в описании. мне большая и очень.,совсем не то что в описании. мне большая и очень.,одежда,одежда
Заказ не пришел. Был открыт спор.Деньги вернули.,заказ не пришел. был открыт спор.деньги вернули.,нет товара,украшения и аксессуары
Хороший товар. отличный продавец.,хороший товар. отличный продавец.,нет товара,украшения и аксессуары
"Качество неплохое, есть запах. На рост 171 малы","качество неплохое, есть запах. на рост 171 малы",одежда,одежда
Цвет не совпадает. заказала нежно розовый получила песочный. Размер подошел,цвет не совпадает. заказала нежно розовый получила песочный. размер подошел,нет товара,нет товара
"Заказала 04.09,пришло 11.10. Доставил курьер.  Все подошло. Мята, но не критично. Талия 92,....опа-106. Влезла прекрасно!","заказала 04.09,пришло 11.10. доставил курьер. все подошло. мята, но не критично. талия 92,....опа-106. влезла прекрасно!",нет товара,нет товара
"Товар до сих пор не отправлен, он только готов к отправке... верните деньги!!!","товар до сих пор не отправлен, он только готов к отправке... верните деньги!!!",нет товара,товары для детей
"Читаешь размерную сетку, а в итоге, мало. Качество хорошее, закажу большего размера.","читаешь размерную сетку, а в итоге, мало. качество хорошее, закажу большего размера.",одежда,одежда
"хороший свитер,но он не такой широкий и рукава вообще не по всей длине,но подошел,так что 4.продавцу спасибо.","хороший свитер,но он не такой широкий и рукава вообще не по всей длине,но подошел,так что 4.продавцу спасибо.",одежда,одежда
"ждала 3месяца,так ничего иполучила,открыла спор продавец не хотел возвращать деньги,спасибо Али.вмешались ,деньги вернули..","ждала 3месяца,так ничего иполучила,открыла спор продавец не хотел возвращать деньги,спасибо али.вмешались ,деньги вернули..",нет товара,нет товара
Great. thanks,great. thanks,одежда,одежда
"Ткань адская синтетика а длинна 
чуть ниже футболки",ткань адская синтетика а длинна чуть ниже футболки,одежда,одежда
"Доставка очень быстрая,до Тулы 12 дней!!!Что касается товара,то качество отличается от картинки,и цвет какой то грязный чтоли.Есть недочеты (((на параметры 90/70/90 заказа s.","доставка очень быстрая,до тулы 12 дней!!!что касается товара,то качество отличается от картинки,и цвет какой то грязный чтоли.есть недочеты    на параметры 90 70 90 заказа s.",нет товара,бытовая техника
"Заказ шел 40 дней до Ставрополя. Куртка маломерка, на 54 размер заказывала 5xl, мала. Совсем не пуховик, наполнитель синтепон.  Мех на капюшоне искуственный, отвратительного качества.","заказ шел 40 дней до ставрополя. куртка маломерка, на 54 размер заказывала 5xl, мала. совсем не пуховик, наполнитель синтепон. мех на капюшоне искуственный, отвратительного качества.",одежда,одежда
"прислали товар самого маленького размера, при заказе на 48 размер, прислали 42","прислали товар самого маленького размера, при заказе на 48 размер, прислали 42",нет товара,бытовая техника
"Заказывала две майки, но к сожалению розовая не пришла. Деньги вернули по спору. ","заказывала две майки, но к сожалению розовая не пришла. деньги вернули по спору.",нет товара,нет товара
Лучше ничего не брать у этого продавца!,лучше ничего не брать у этого продавца!,одежда,одежда
суперская!!!,суперская!!!,одежда,одежда
"Джемпер мягкий, приятный к телу, без запаха, размер взяла М, сел отлично (ог 87, т 65) бирки никакой нет, состав не могу сказать. С продавцом не общалась. ","джемпер мягкий, приятный к телу, без запаха, размер взяла м, сел отлично  ог 87, т 65  бирки никакой нет, состав не могу сказать. с продавцом не общалась.",одежда,одежда
"Все как заявлено. Посылка пришла не очень быстро, но зато доставка была до двери.","все как заявлено. посылка пришла не очень быстро, но зато доставка была до двери.",нет товара,украшения и аксессуары
"Красивое , без запаха . Все соответствует. Очень ждала и довольна . Спасибо ! Рекомендую!","красивое , без запаха . все соответствует. очень ждала и довольна . спасибо ! рекомендую!",одежда,одежда
"Брала подруге. На наш 52 взяли 4XL, села отлично. К телу очень приятная. Спасибо продавцу. Рекомендую.","брала подруге. на наш 52 взяли 4xl, села отлично. к телу очень приятная. спасибо продавцу. рекомендую.",обувь,одежда
